N_EXPEDIENT,CODI_DISTRICTE,DISTRICTE,CODI_BARRI,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,NUMERO_REGISTRE_GENERALITAT,NUMERO_PLACES,LONGITUD_X,LATITUD_Y
02-2014-1559,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROSSELLO,2,210,,,,,,,3,1,HUTB-010874,17,2.1569307020410546,41.391834580113624
02-2014-1564,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PAU CLARIS,1,99,,,,,,2,4,3,HUTB-011492,4,2.1678794977562417,41.389327209666547
02-2014-1570,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PAU CLARIS,1,99,,,,,,2,5,1,HUTB-011494,3,2.1678794977562417,41.389327209666547
02-2014-1575,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PAU CLARIS,1,99,,,,,,2,5,4,HUTB-011496,4,2.1678794977562417,41.389327209666547
02-2014-1579,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PAU CLARIS,1,99,,,,,,2,3,1,HUTB-011490,4,2.1678794977562417,41.389327209666547
07-2014-0263,7,HORTA-GUINARDÓ,36,la Font d'en Fargues,Carrer,CAMIL OLIVERAS,2,42,,,,,,,,,HUTB-012376,5,2.1689700492816475,41.420113247646221
05-2014-0380,5,SARRIA-SANT GERVASI,23,Sarrià,Carrer,JORDA,2,6,,,,,,,BJ,2,HUTB-012442,6,2.1204246188111835,41.395307706866824
02-2014-2459,2,L'EIXAMPLE,10,Sant Antoni,Carrer,CALABRIA,1,65,,,,,,,5,4,HUTB-012887,5,2.1560160430843425,41.376132538108635
02-2014-2460,2,L'EIXAMPLE,10,Sant Antoni,Carrer,CALABRIA,1,65,,,,,,,AT,3,HUTB-012889,6,2.1560160430843425,41.376132538108635
02-2014-0616,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,1,85,,,,,,,4,,HUTB-009171,8,2.1690722803881188,41.393552530313769
02-2014-1146,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,8,,,,,,,1,1,HUTB-011470,3,2.1734801041140273,41.403306858843827
02-2014-1152,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,8,,,,,,,EN,2,HUTB-005421,3,2.1734801041140273,41.403306858843827
02-2014-1155,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,2,8,,,,,,,1,2,HUTB-011471,4,2.1734801041140273,41.403306858843827
06-2014-0348,6,GRACIA,31,la Vila de Gràcia,Carrer,SANTA AGATA,1,35,,,,,,,1,,HUTB-009971,7,2.1523293715254912,41.402974591772072
05-2014-0213,5,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,BERTRAN,2,4,,,,,,,1,,HUTB-009673,5,2.1401613272668709,41.403070260106468
05-2014-0214,5,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,BERTRAN,2,4,,,,,,,2,,HUTB-009674,5,2.1401613272668709,41.403070260106468
05-2014-0215,5,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,BERTRAN,2,4,,,,,,,3,,HUTB-009675,5,2.1401613272668709,41.403070260106468
05-2014-0216,5,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,BERTRAN,2,4,,,,,,,4,,HUTB-009676,5,2.1401613272668709,41.403070260106468
03-2014-0550,3,SANTS-MONTJUÏC,18,Sants,Passatge,BARO DE GRIÑO,2,6,,,,,,,PR,2,HUTB-011135,3,2.1367393229379701,41.371565519886374
03-2014-0551,3,SANTS-MONTJUÏC,18,Sants,Passatge,BARO DE GRIÑO,2,6,,,,,,,1,3,HUTB-011133,3,2.1367393229379701,41.371565519886374
04-2014-0302,4,LES CORTS,19,les Corts,Carrer,GALILEU,2,316,,,,,,,AT,3,HUTB-012579,5,2.1304360307979806,41.38370110060437
04-2014-0303,4,LES CORTS,19,les Corts,Carrer,GALILEU,2,316,,,,,,,SA,1,HUTB-012581,4,2.1304360307979806,41.38370110060437
02-2014-1080,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,VILARET,1,23,,,,,,,EN,1,HUTB-010405,1,2.1786558038002188,41.404447961361264
02-2014-1082,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,VILARET,1,23,,,,,,,3,2,HUTB-010406,1,2.1786558038002188,41.404447961361264
02-2014-1083,2,L'EIXAMPLE,6,la Sagrada Família,Passatge,VILARET,1,23,,,,,,,1,2,HUTB-010407,1,2.1786558038002188,41.404447961361264
02-2014-1121,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CASP,1,41,,,,,,,3,2A,HUTB-009808,12,2.1727974124262595,41.390048709028491
02-2014-1139,2,L'EIXAMPLE,5,el Fort Pienc,Avinguda,DIAGONAL,1,285,,,,,,,1,4,HUTB-010030,4,2.1751265816181942,41.398630176594473
03-2014-0350,3,SANTS-MONTJUÏC,18,Sants,Carrer,PANISSARS,2,18,,,,,,,1,,HUTB-009843,6,2.1322605545422335,41.374469537129954
07-2014-0159,7,HORTA-GUINARDÓ,33,el Baix Guinardó,Carrer,PADILLA,1,359,,,,,,,3,1,HUTB-010202,8,2.1693155621888862,41.408855596601072
02-2014-1210,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,109,,,,,,,2,1,HUTB-010020,8,2.1688246253232131,41.39544834239959
01-2014-0055,1,CIUTAT VELLA,2,el Barri Gòtic,Carrer,HOSTAL D'EN SOL,1,3,,5,,,,,4,2,HUTB-000730,7,2.1789710508073652,41.379997139812225
02-2014-1043,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,UNIVERSITAT,1,23,,,,,,,6,2,HUTB-010149,17,2.1656784315057105,41.385033964880954
10-2014-0350,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,MARINA,1,75,,,,,,,3,3,HUTB-010492,10,2.188338958884767,41.390687121646096
02-2014-1205,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,MALLORCA,1,337,,,,,,,3,1,HUTB-010435,14,2.1691713220700315,41.397936419788145
02-2014-1206,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,MALLORCA,1,337,,,,,,,2,2,HUTB-010436,12,2.1691713220700315,41.397936419788145
03-2014-0410,3,SANTS-MONTJUÏC,16,la Bordeta,Carrer,GAVA,2,32,,,,,,,BJ,1,HUTB-010783,4,2.1397923650039758,41.370012588414646
10-2014-0430,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,PERE IV,1,83,,,,,,,1,3,HUTB-012606,2,2.1921953851390361,41.395736414459584
10-2014-0435,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,PERE IV,1,83,,,,,,,3,3,HUTB-012607,2,2.1921953851390361,41.395736414459584
02-2014-1528,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,CORSEGA,2,526,,,,,,,5,1,HUTB-010939,6,2.1706068839193433,41.40386237371083
01-2014-0063,1,CIUTAT VELLA,1,el Raval,Carrer,RAMELLERES,1,27,,,,,,,2,4,HUTB-002878,4,2.167041777410911,41.382886803663382
01-2014-0064,1,CIUTAT VELLA,1,el Raval,Carrer,RAMELLERES,1,27,,,,,,,3,1,HUTB-002879,4,2.167041777410911,41.382886803663382
01-2014-0065,1,CIUTAT VELLA,1,el Raval,Carrer,RAMELLERES,1,27,,,,,,,3,3,HUTB-002880,4,2.167041777410911,41.382886803663382
01-2014-0066,1,CIUTAT VELLA,1,el Raval,Carrer,RAMELLERES,1,27,,,,,,,3,4,HUTB-002881,4,2.167041777410911,41.382886803663382
10-2014-0125,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,PUJADES,2,10,,,,,,,AT,1,HUTB-008730,4,2.1867509958603728,41.390014469569742
03-2014-0311,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,FONTRODONA,2,70,,,,,,,PR,1,HUTB-010274,4,2.1651699634487276,41.370221709374839
04-2014-0260,4,LES CORTS,19,les Corts,Travessera,CORTS,2,180,,,,,,,2,2,HUTB-012403,14,2.1279886414439901,41.380986822042104
10-2014-0372,10,SANT MARTI,67,la Vila Olímpica del Poblenou,Carrer,DOCTOR TRUETA,1,53,,55,,,,,5,2,HUTB-010945,9,2.1930689677136126,41.389956057743106
10-2014-0374,10,SANT MARTI,71,Provençals del Poblenou,Carrer,BAC DE RODA,2,100,,,,,,1,13,B,HUTB-036810,7,2.2025795622767022,41.406125309451333
10-2014-0184,10,SANT MARTI,71,Provençals del Poblenou,Carrer,CRISTOBAL DE MOURA,2,96,,,,,,,1,2,HUTB-009115,5,2.2055723827232949,41.409264666976128
02-2014-0641,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,VALENCIA,2,494,,498,,B,,D,EN,2,HUTB-009481,4,2.1783788379781428,41.402844470553148
02-2014-0646,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,1,17,,,,,,,EN,1,HUTB-009178,2,2.1740891639711846,41.389763541935324
02-2014-0647,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,1,17,,,,,,,EN,2,HUTB-009177,5,2.1740891639711846,41.389763541935324
02-2014-0648,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,1,17,,,,,,,1,1,HUTB-009176,2,2.1740891639711846,41.389763541935324
02-2014-0650,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,1,17,,,,,,,1,2,HUTB-009175,5,2.1740891639711846,41.389763541935324
02-2014-0652,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,1,17,,,,,,,2,1,HUTB-009173,2,2.1740891639711846,41.389763541935324
02-2014-0775,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,1,167,,169,,,,,PR,2,HUTB-010599,8,2.1637649745566252,41.39756087826472
02-2014-0776,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,1,167,,169,,,,,PR,1,HUTB-010597,10,2.1637649745566252,41.39756087826472
02-2014-0777,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,1,167,,169,,,,,4,2,HUTB-010589,8,2.1637649745566252,41.39756087826472
02-2014-0778,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,1,167,,169,,,,,4,1,HUTB-010590,10,2.1637649745566252,41.39756087826472
02-2014-0780,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,1,167,,169,,,,,2,2,HUTB-010592,8,2.1637649745566252,41.39756087826472
02-2014-1261,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ARAGO,1,435,,,,,,,3,2,HUTB-009703,6,2.1764235334385935,41.399967847493599
02-2014-1317,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CORSEGA,2,402,,,,,,,4,1,HUTB-010241,4,2.1633690483829167,41.398415819544297
02-2014-1319,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CORSEGA,2,402,,,,,,,2,1,HUTB-010242,4,2.1633690483829167,41.398415819544297
02-2014-1322,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CORSEGA,2,402,,,,,,,3,1,HUTB-010243,4,2.1633690483829167,41.398415819544297
03-2014-0387,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,CREU COBERTA,1,87,,,,,,,1,B,HUTB-010250,3,2.1434312845835408,41.373276569847441
02-2014-1330,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SANT ANTONI MARIA CLARET,2,206,,,,,,,3,3,HUTB-009823,4,2.1726473143706331,41.408766469623252
02-2014-1369,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PARIS,2,170,,,,,,,PR,1,HUTB-011409,5,2.1510881595021845,41.390855527524486
02-2014-2124,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,1,87,,,,,,,2,B,HUTB-012432,3,2.173079489000004,41.408951824893954
02-2014-0765,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,DIPUTACIO,2,10,,,,,,,3,4,HUTB-010267,5,2.1487948606728251,41.37550827941304
02-2014-0844,2,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,2,160,,,,,,,3,2,HUTB-009802,3,2.1615148650067759,41.377909334692731
02-2014-0954,2,L'EIXAMPLE,10,Sant Antoni,Carrer,ROCAFORT,2,66,,,,,,,3,4,HUTB-010363,8,2.1535792569686336,41.376541911378411
02-2014-0988,2,L'EIXAMPLE,10,Sant Antoni,Carrer,CALABRIA,2,62,,,,,,,1,2,HUTB-009716,8,2.1562334864974799,41.376233188491518
02-2014-2019,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,306,,,,,,,3,1,HUTB-012042,4,2.1650251452498019,41.392826466086838
02-2014-2020,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,2,282,,,,,,,PR,1,HUTB-010924,10,2.1625299035974157,41.387548318646751
02-2014-2021,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,ROCAFORT,1,113,,,,,,,1,1,HUTB-012119,4,2.1510317418439779,41.378189787726257
02-2014-2022,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,ROCAFORT,1,111,,,,,,,PR,1,HUTB-012118,9,2.1510917534226826,41.378144562351842
02-2014-2023,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,1,657,,,,,,,2,2,HUTB-012034,13,2.1722190086549884,41.391700047821722
03-2014-0641,3,SANTS-MONTJUÏC,18,Sants,Carrer,CACERES,2,20,,,,,,,1,1,HUTB-012375,3,2.131202355795792,41.373001883827691
02-2014-2111,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,ARAGO,2,78,,,,,,,6,3,HUTB-012366,8,2.1512707418972514,41.380772402592065
02-2014-2118,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,FONTANELLA,1,13,,,,,,,2,1,HUTB-012409,6,2.1711000069766024,41.386151599779154
02-2014-0432,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ENRIC GRANADOS,1,99,,,,,,,AT,4,HUTB-009143,4,2.1546271955043892,41.390835879550892
06-2014-0319,6,GRACIA,31,la Vila de Gràcia,Carrer,GRAN DE GRACIA,2,132,,,,,,,PR,,HUTB-009818,4,2.1525061248477502,41.399691648172698
10-2014-0722,10,SANT MARTI,64,el Camp de l'Arpa del Clot,Carrer,DOS DE MAIG,2,314,,,,,,,1,1,HUTB-012046,8,2.175819239599794,41.409225233269396
02-2014-2094,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Rambla,CATALUNYA,1,127,,,,,,,5,2,HUTB-012018,12,2.1568077360604692,41.393064049342009
06-2014-0527,6,GRACIA,31,la Vila de Gràcia,Carrer,PROVIDENCIA,2,12,,,,,,,1,2,HUTB-012105,6,2.1546934104135116,41.403967656776658
06-2014-0528,6,GRACIA,31,la Vila de Gràcia,Carrer,PROVIDENCIA,2,12,,,,,,,2,,HUTB-012103,13,2.1546934104135116,41.403967656776658
06-2014-0529,6,GRACIA,31,la Vila de Gràcia,Carrer,PROVIDENCIA,2,12,,,,,,,PR,1,HUTB-012104,4,2.1546934104135116,41.403967656776658
06-2014-0530,6,GRACIA,31,la Vila de Gràcia,Carrer,CIUDAD REAL,2,26,,,,,,,1,2,HUTB-012019,5,2.1581513356153588,41.401817306485185
02-2014-1286,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,MALLORCA,2,336,,,,,,,1,1,HUTB-010433,12,2.1680573661621705,41.396821025296198
02-2014-1291,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,MALLORCA,2,336,,,,,,,1,2,HUTB-010434,13,2.1680573661621705,41.396821025296198
06-2014-0378,6,GRACIA,31,la Vila de Gràcia,Carrer,GRAN DE GRACIA,1,51,,,,,,,3,2,HUTB-010949,10,2.1548237764429121,41.39748998061927
06-2014-0382,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,ROSSELLO,1,415,B,,,,,,2,2,HUTB-010878,5,2.1706393015623315,41.402480552743626
06-2014-0384,6,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,ROSSELLO,1,415,B,,,,,,1,1,HUTB-010877,5,2.1706393015623315,41.402480552743626
03-2014-0595,3,SANTS-MONTJUÏC,14,la Font de la Guatlla,Carrer,MEXIC,2,24,,,,,,,3,1,HUTB-012957,5,2.1476038332870808,41.370633498361613
03-2014-0596,3,SANTS-MONTJUÏC,14,la Font de la Guatlla,Carrer,MEXIC,2,24,,,,,,,3,2,HUTB-012958,6,2.1476038332870808,41.370633498361613
02-2014-1316,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,1,337,,,,,,,AT,,HUTB-009999,2,2.1713089435035684,41.392720955901041
03-2014-0334,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,ROSER,1,3,,,,,,,4,1,HUTB-009612,2,2.1662682782197114,41.372506398455016
10-2014-0386,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,PERE IV,1,83,,,,,,,5,4,HUTB-012994,2,2.1921953851390361,41.395736414459584
10-2014-0392,10,SANT MARTI,68,el Poblenou,Carrer,LLATZERET,2,14,,,,,,,BJ,2,HUTB-011088,2,2.2005653303428416,41.401221577529554
10-2014-0399,10,SANT MARTI,68,el Poblenou,Rambla,POBLENOU,2,90,,,,,,,5,1,HUTB-010802,5,2.1991084461943977,41.400157289192705
10-2014-0438,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,PERE IV,2,44,,46,,,,,2,2,HUTB-012084,5,2.1906994197490959,41.393529106614345
02-2014-0653,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,1,17,,,,,,,2,2,HUTB-009174,5,2.1740891639711846,41.389763541935324
02-2014-1440,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ROSSELLO,1,417,,,,,,,6,1,HUTB-010879,5,2.171077716135601,41.402763313534294
02-2014-1569,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,1,345,,,,,,,2,1,HUTB-010773,4,2.1717180177925677,41.393027931619812
03-2014-0464,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,SALVA,1,59,,,,,,,EN,2,HUTB-011053,2,2.1642140691475538,41.370436346920762
02-2014-1640,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,1,61,,,,,,,5,2,HUTB-010913,9,2.1621849338792849,41.391203268718883
04-2014-0223,4,LES CORTS,20,la Maternitat i Sant Ramon,Travessera,CORTS,2,124,,,,,,,AT,1,HUTB-012031,4,2.1247627662393667,41.378845142274756
08-2014-0145,8,NOU BARRIS,44,Vilapicina i la Torre Llobeta,Carrer,CARTELLA,2,50,,,,,,,1,4,HUTB-012380,5,2.1702949407231689,41.426307085788295
02-2014-2134,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,MALLORCA,1,319,,,,,,,1,2,HUTB-012448,6,2.1665623598267154,41.39597445440527
08-2014-0155,8,NOU BARRIS,44,Vilapicina i la Torre Llobeta,Avinguda,MERIDIANA,1,363,,,,,,,2,2,HUTB-012457,5,2.1828928828693113,41.426548568611416
06-2014-0168,6,GRACIA,31,la Vila de Gràcia,Carrer,QUEVEDO,2,12,,,,,,,3,1,HUTB-009335,4,2.1612532964671756,41.400668834757255
06-2014-0169,6,GRACIA,31,la Vila de Gràcia,Carrer,DOCTOR RIZAL,1,13,,,,,,,2,2,HUTB-009136,5,2.1548830102320817,41.39564066421471
06-2014-0170,6,GRACIA,31,la Vila de Gràcia,Carrer,PENEDES,1,11,,,,,,,PR,3,HUTB-009320,3,2.1571202585721143,41.399144127161208
06-2014-0171,6,GRACIA,31,la Vila de Gràcia,Carrer,TORDERA,1,55,,,,,,,1,3,HUTB-009446,4,2.1614658387365031,41.400564897267515
02-2014-0640,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BRUC,1,151,,,,,,,6,2,HUTB-009672,15,2.1622153696970798,41.397018451644733
02-2014-0901,2,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,77,,,,,,,1,2,HUTB-009994,8,2.1555873183198102,41.377115491346338
02-2014-2024,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,77,,,,,,,2,2,HUTB-011991,11,2.1704615215852137,41.394210968433903
02-2014-2025,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,CORSEGA,2,570,,,,,,,3,1,HUTB-012028,4,2.1728670304770694,41.405566709663098
02-2014-2026,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,1,3,,,,,,,3,4,HUTB-012059,6,2.168168546282998,41.386369432166155
02-2014-2119,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,FONTANELLA,1,13,,,,,,,2,2,HUTB-012410,6,2.1711000069766024,41.386151599779154
03-2014-0364,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,RADAS,1,81,,,,,,,3,1,HUTB-010341,4,2.1592338537807043,41.369943853633224
03-2014-0384,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,ROSER,2,10,,,,,,,3,2,HUTB-009616,3,2.1659492984699265,41.372246570556747
02-2014-1524,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,1,71,,,,,,,5,2,HUTB-011192,4,2.1569247942525842,41.383975199837018
03-2014-0449,3,SANTS-MONTJUÏC,15,Hostafrancs,Carrer,MALLORCA,2,20,,22,,,,,EN,2,HUTB-011729,6,2.1418871625369684,41.377100089302424
07-2014-0073,7,HORTA-GUINARDÓ,33,el Baix Guinardó,Carrer,CARTAGENA,1,327,,,,,,,AT,3,HUTB-009055,2,2.1723617229314987,41.409847726859589
06-2014-0214,6,GRACIA,31,la Vila de Gràcia,Carrer,CORSEGA,1,367,,,,,,,5,2,HUTB-009101,4,2.1611390163605355,41.397021085035604
06-2014-0215,6,GRACIA,31,la Vila de Gràcia,Carrer,CORSEGA,1,367,,,,,,,3,2,HUTB-009102,8,2.1611390163605355,41.397021085035604
02-2014-1290,2,L'EIXAMPLE,10,Sant Antoni,Avinguda,PARAL.LEL,2,114,,,,,,D,4,1,HUTB-009847,7,2.1626540717607154,41.373325710441335
03-2014-0597,3,SANTS-MONTJUÏC,14,la Font de la Guatlla,Carrer,MEXIC,2,24,,,,,,,3,3,HUTB-012959,7,2.1476038332870808,41.370633498361613
03-2014-0600,3,SANTS-MONTJUÏC,14,la Font de la Guatlla,Carrer,MEXIC,2,24,,,,,,,4,3,HUTB-012960,4,2.1476038332870808,41.370633498361613
03-2014-0604,3,SANTS-MONTJUÏC,14,la Font de la Guatlla,Carrer,MEXIC,2,24,,,,,,,5,2,HUTB-012961,6,2.1476038332870808,41.370633498361613
03-2014-0605,3,SANTS-MONTJUÏC,14,la Font de la Guatlla,Carrer,MEXIC,2,24,,,,,,,5,3,HUTB-012962,2,2.1476038332870808,41.370633498361613
01-2018-0449,1,CIUTAT VELLA,4,"Sant Pere, Santa Caterina i la Ribera",Carrer,AGULLERS,2,22,,,,,,,3,,HUTB-052247,3,2.1809031287047378,41.381038820907584
02-2014-0335,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,GAUDI,1,51,,,,,,,1,1,HUTB-008606,10,2.1731132557643407,41.406594539863299
03-2014-0339,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,RICART,2,14,,,,,,,5,1,HUTB-010355,4,2.1570259519827726,41.372268136581347
03-2014-0398,3,SANTS-MONTJUÏC,14,la Font de la Guatlla,Gran Via,CORTS CATALANES,2,224,,,,,,,AT,4,HUTB-010947,6,2.1413986538486371,41.367863633277437
03-2014-0409,3,SANTS-MONTJUÏC,11,el Poble Sec,Carrer,HORTES,1,1,,,,,,,BJ,5,HUTB-011205,4,2.1665503478399635,41.37110141105051
06-2014-0380,6,GRACIA,31,la Vila de Gràcia,Travessia,SANT ANTONI,1,5,,,,,,,1,,HUTB-011058,4,2.1533731421682907,41.400378114406045
10-2014-0272,10,SANT MARTI,66,el Parc i la Llacuna del Poblenou,Carrer,MARINA,2,110,,,,,,,10,1,HUTB-010493,5,2.1863636672550797,41.392833315475173
02-2014-1663,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,146,,,,,,B,1,3,HUTB-012475,4,2.1739574328668549,41.395259992869455
07-2014-0201,7,HORTA-GUINARDÓ,35,el Guinardó,Passeig,MARAGALL,1,161,,165,,,,,2,4,HUTB-011732,4,2.1778387518775926,41.420316096638544
02-2014-2137,2,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,2,134,,,,,,,AT,1A,HUTB-012487,8,2.1582073400669266,41.378812492052788
05-2014-0374,5,SARRIA-SANT GERVASI,24,les Tres Torres,Carrer,ROSARI,2,12,,,,,,,4,3,HUTB-012476,6,2.1277069897477436,41.393871029602963
06-2014-0590,6,GRACIA,31,la Vila de Gràcia,Carrer,TORRIJOS,1,17,,,,,,,3,2,HUTB-012489,4,2.1579199464664445,41.401304663633056
02-2014-0902,2,L'EIXAMPLE,10,Sant Antoni,Carrer,ENTENÇA,2,32,,,,,,D,AT,2,HUTB-010034,6,2.1529458102227985,41.375316289427332
01-2014-0102,1,CIUTAT VELLA,1,el Raval,Carrer,TIGRE,2,10,,,,,,,BJ,2,HUTB-009282,4,2.1636070929190412,41.380894178823006
01-2014-0103,1,CIUTAT VELLA,1,el Raval,Carrer,TIGRE,2,10,,,,,,,1,1,HUTB-009283,2,2.1636070929190412,41.380894178823006
01-2014-0104,1,CIUTAT VELLA,1,el Raval,Carrer,TIGRE,2,10,,,,,,,1,2,HUTB-009284,3,2.1636070929190412,41.380894178823006
01-2014-0106,1,CIUTAT VELLA,1,el Raval,Carrer,TIGRE,2,10,,,,,,,2,1,HUTB-009285,2,2.1636070929190412,41.380894178823006
01-2014-0107,1,CIUTAT VELLA,1,el Raval,Carrer,TIGRE,2,10,,,,,,,2,2,HUTB-009286,3,2.1636070929190412,41.380894178823006
02-2014-0318,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PARIS,2,178,,,,,,,1,2,HUTB-008699,11,2.1515279501599349,41.391184635702018
02-2014-0319,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PARIS,2,178,,,,,,,1,1,HUTB-008700,5,2.1515279501599349,41.391184635702018
07-2014-0306,7,HORTA-GUINARDÓ,34,Can Baró,Carrer,FRANÇA,1,13,,,,,,,AT,1,HUTB-012671,3,2.1627459279136967,41.413109746829917
03-2014-0685,3,SANTS-MONTJUÏC,18,Sants,Carrer,GUADIANA,2,24,,,,,,,1,,HUTB-012436,6,2.1380889854676175,41.372327819433927
03-2014-0686,3,SANTS-MONTJUÏC,18,Sants,Carrer,REI MARTI,1,13,,,,,,,1,2,HUTB-012474,2,2.1376531664216696,41.372028621015694
02-2014-0247,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,MARINA,2,250,,,,,,,2,2,HUTB-008638,5,2.1753467170904304,41.401249494053893
02-2014-0817,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,2,236,,,,,,,PR,2,HUTB-009551,8,2.1588302415799703,41.384765250325117
